item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
89	27.0	2	sample	octopurp	triyellow	diablue	diablack	line	heartpurp	sqyellow	circleblue	circleblack	36	prime	1309195604.959009	3.810451	1	
90	22.0	2	sample	heartyellow	sqblack	heartyellow	none	line	sqyellow	heartblack	heartblack	none	36	prime	1309195609.259783	2.791198	3	
91	35.0	2	sample	triyellow	heartpurp	triyellow	diapurp	line	heartyellow	heartpurp	tripurp	diapurp	36	prime	1309195612.568489	5.564714	3	
92	103.0	2	sample	octored	octored	circlepurp	circleblue	line	circleyellow	tripurp	octoblue	none	36	prime	1309195618.641407	3.436278	2	
93	58.0	2	sample	circleblue	diared	diablack	sqgreen	line	tripurp	trired	triblack	sqgreen	36	prime	1309195622.595657	4.437279	1	
94	80.0	2	sample	sqyellow	sqblack	sqyellow	none	line	none	sqyellow	sqyellow	none	36	prime	1309195627.511321	2.123498	2	
95	53.0	2	sample	triblue	triblue	triblue	triblue	line	circleblack	circleblack	circleblack	circleblack	36	prime	1309195630.156308	1.500484	1	
96	67.0	2	sample	heartgreen	trired	circleblack	sqgreen	line	trigreen	heartred	circleblack	heartblack	36	prime	1309195632.173978	4.305541	2	
97	31.0	2	sample	sqgreen	triyellow	diagreen	trigreen	line	triyellow	octored	octored	diared	36	prime	1309195636.999096	3.988232	2	
98	28.0	2	sample	heartpurp	circlegreen	heartpurp	circleyellow	line	heartpurp	sqgreen	heartpurp	sqyellow	36	prime	1309195641.497928	3.301190	2	
99	40.0	2	sample	circleblue	sqyellow	triblack	none	line	heartgreen	diared	octopurp	none	36	prime	1309195645.294028	2.819684	1	
100	86.0	2	sample	none	heartblue	sqblue	none	line	heartpurp	octoblue	sqpurp	none	36	prime	1309195648.596750	2.384136	2	
101	74.0	2	sample	heartred	tripurp	octoblue	none	line	none	heartblue	tripurp	none	36	prime	1309195651.468466	4.749431	2	
102	96.0	2	sample	diablue	sqblue	sqblack	none	line	diablue	diablack	sqblue	sqblack	36	prime	1309195656.719569	2.315741	3	
103	5.0	2	sample	diayellow	heartred	sqblue	none	line	trigreen	heartred	sqblue	none	36	prime	1309195659.531342	2.470576	2	
104	70.0	2	sample	heartpurp	octoblue	diared	heartyellow	line	heartpurp	octoblue	diared	heartyellow	36	prime	1309195662.516315	3.148212	4	
item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
0	89.0	2	sample	octoblue	diayellow	triblue	none	line	none	octoblue	triblue	none	37	prime	1309194765.597886	2.194191	8	
1	54.0	2	sample	heartpurp	heartpurp	heartred	heartred	line	circlered	circleblue	circleblue	diapurp	37	prime	1309194768.311546	0.922463	9	
2	7.0	2	sample	diablue	circleblack	diablue	none	line	diablue	circleblack	diablue	none	37	prime	1309194769.729195	1.261599	9	
3	39.0	2	sample	circlegreen	circlegreen	diared	heartred	line	circlegreen	diagreen	circlered	diared	37	prime	1309194771.507872	3.427291	8	
4	76.0	2	sample	octogreen	circlepurp	triblue	none	line	none	circlepurp	triblue	none	37	prime	1309194775.423273	1.334942	7	
5	3.0	2	sample	trired	diapurp	octoyellow	none	line	trired	sqblack	octoyellow	none	37	prime	1309194777.256582	1.241843	8	
6	11.0	2	sample	sqyellow	trigreen	heartblue	none	line	tripurp	heartyellow	octopurp	none	37	prime	1309194778.998729	1.919363	9	
7	104.0	2	sample	heartpurp	heartpurp	circleyellow	circlered	line	circlepurp	sqyellow	heartred	none	37	prime	1309194781.421751	1.899452	8	
8	101.0	2	sample	heartpurp	heartyellow	tripurp	trigreen	line	triyellow	circlepurp	heartgreen	none	37	prime	1309194783.830470	2.076169	8	
9	2.0	2	sample	circlepurp	octoblue	triblack	none	line	trigreen	sqgreen	heartpurp	none	37	prime	1309194786.403817	1.541348	7	
10	57.0	2	sample	sqpurp	diayellow	octoblue	circleblack	line	diablack	circleblue	sqyellow	octopurp	37	prime	1309194788.459123	1.027384	7	
11	26.0	2	sample	circlepurp	triyellow	sqred	sqblack	line	octopurp	heartyellow	diared	diablack	37	prime	1309194790.001408	1.341253	8	
12	33.0	2	sample	circlegreen	octoblack	trigreen	triblack	line	circlegreen	circlegreen	triblack	triblack	37	prime	1309194791.862139	2.430553	8	
13	56.0	2	sample	circleblack	sqgreen	diablue	octopurp	line	sqpurp	octoblue	circlegreen	diablack	37	prime	1309194794.805500	1.558920	3	
14	83.0	2	sample	heartblue	diapurp	heartblue	none	line	none	heartpurp	heartpurp	none	37	prime	1309194796.846931	1.406779	8	
15	85.0	2	sample	sqred	circlegreen	diared	none	line	none	sqgreen	diagreen	none	37	prime	1309194798.735914	1.622611	8	
16	84.0	2	sample	diared	circlegreen	trired	none	line	none	diagreen	trigreen	none	37	prime	1309194800.845338	2.048882	8	
17	62.0	2	sample	diayellow	heartblue	octopurp	trigreen	line	heartyellow	diablue	circlepurp	sqgreen	37	prime	1309194803.408679	3.214503	4	
18	100.0	2	sample	circleblack	circlered	triblack	triblue	line	trired	diablack	circleblue	none	37	prime	1309194807.133820	1.776488	7	
19	5.0	2	sample	octoblack	diared	circlegreen	none	line	sqblue	diared	circlegreen	none	37	prime	1309194809.403919	1.611218	8	
20	75.0	2	sample	octogreen	sqpurp	triblack	none	line	none	octoblack	sqpurp	none	37	prime	1309194811.497318	1.258025	8	
21	44.0	2	sample	heartred	triblack	circlegreen	none	line	circlegreen	diablue	heartred	none	37	prime	1309194813.250869	2.205914	3	
22	91.0	2	sample	none	sqgreen	heartgreen	none	line	sqgreen	circlepurp	heartgreen	none	37	prime	1309194815.936970	0.994795	8	
23	68.0	2	sample	circlered	sqblack	heartred	octoblack	line	circlered	sqblack	heartred	octoblack	37	prime	1309194817.445338	0.994555	9	
24	29.0	2	sample	circlered	octoblue	circlered	octopurp	line	circlered	heartblue	circlered	heartpurp	37	prime	1309194818.957529	2.697575	8	
25	23.0	2	sample	tripurp	octogreen	tripurp	none	line	octopurp	trigreen	trigreen	none	37	prime	1309194822.104619	1.754746	8	
26	18.0	2	sample	heartred	octoblue	heartred	none	line	octoblue	heartred	octoblue	none	37	prime	1309194824.355806	3.232607	8	
27	72.0	2	sample	triblack	circleyellow	sqgreen	none	line	none	heartpurp	octoblue	none	37	prime	1309194828.072849	0.857919	3	
28	66.0	2	sample	circleblack	trigreen	octoblue	diablack	line	triblack	circlegreen	octoblue	circleblue	37	prime	1309194829.449033	2.696988	8	
29	10.0	2	sample	triblack	sqred	diagreen	none	line	sqpurp	diablack	octopurp	none	37	prime	1309194832.639587	2.887358	2	
30	61.0	2	sample	trired	diayellow	heartblue	sqyellow	line	trired	sqpurp	heartblue	diablack	37	prime	1309194836.043746	1.952621	3	
31	67.0	2	sample	trigreen	sqblue	circlepurp	diagreen	line	sqgreen	triblue	circlepurp	tripurp	37	prime	1309194838.398097	1.023531	3	56 1.0081589222
32	20.0	2	sample	diablue	octogreen	diablue	none	line	diagreen	octoblue	diagreen	none	37	prime	1309194839.915403	1.495030	9	
33	58.0	2	sample	diayellow	triblue	tripurp	sqred	line	heartgreen	heartblue	heartpurp	sqred	37	prime	1309194841.928184	1.703094	8	
34	102.0	2	sample	diayellow	diayellow	sqpurp	sqblack	line	sqblue	tripurp	diablack	none	37	prime	1309194844.134194	1.071572	7	
35	25.0	2	sample	circlegreen	trigreen	diagreen	octogreen	line	heartpurp	sqpurp	circlepurp	tripurp	37	prime	1309194845.720823	2.501156	3	
36	38.0	2	sample	triblack	triblack	diared	heartred	line	triblack	diablack	trired	diared	37	prime	1309194848.743533	3.290361	7	
37	40.0	2	sample	diablue	octoyellow	triblack	none	line	sqred	heartgreen	circlepurp	none	37	prime	1309194852.528932	3.349960	3	
38	43.0	2	sample	trigreen	diablack	sqyellow	none	line	sqred	octoblue	heartblack	none	37	prime	1309194856.373883	0.681630	2	
39	86.0	2	sample	none	heartgreen	sqgreen	none	line	heartblack	octogreen	sqblack	none	37	prime	1309194857.535746	1.475422	8	
40	37.0	2	sample	sqred	diayellow	sqred	diayellow	line	diayellow	sqred	diayellow	sqred	37	prime	1309194859.524614	1.757098	9	
41	65.0	2	sample	sqblack	heartred	sqgreen	circleyellow	line	heartred	sqred	octopurp	circleyellow	37	prime	1309194861.794820	0.995111	2	
42	42.0	2	sample	triblue	sqgreen	diared	none	line	diapurp	heartblack	octogreen	none	37	prime	1309194863.284399	0.947361	8	
43	98.0	2	sample	circleblue	circleblue	octored	octoblack	line	octoblue	sqred	circleblack	none	37	prime	1309194864.738472	1.448933	3	
44	53.0	2	sample	circlegreen	circlegreen	circlegreen	circlegreen	line	sqblack	sqblack	sqblack	sqblack	37	prime	1309194866.695875	0.949980	9	
45	97.0	2	sample	circleblue	sqblue	sqpurp	none	line	circleblue	circlepurp	sqblue	sqpurp	37	prime	1309194868.148955	1.933207	5	
46	95.0	2	sample	octored	octoblack	heartred	heartblack	line	octored	heartred	heartblack	none	37	prime	1309194870.587445	1.748595	9	
47	70.0	2	sample	octoyellow	sqblue	circlegreen	octoblack	line	octoyellow	sqblue	circlegreen	octoblack	37	prime	1309194872.848624	1.476266	9	
48	19.0	2	sample	trigreen	diared	trigreen	none	line	diared	trigreen	diared	none	37	prime	1309194874.823887	2.152684	8	
49	74.0	2	sample	triblue	octogreen	diared	none	line	none	trired	octogreen	none	37	prime	1309194877.464555	1.102997	3	
50	14.0	2	sample	heartblue	circlered	heartblue	none	line	heartblue	circlepurp	heartblue	none	37	prime	1309194878.863928	1.095851	9	
51	99.0	2	sample	heartyellow	heartyellow	trired	triblack	line	triyellow	circlered	heartblack	none	37	prime	1309194880.469373	1.628310	7	
52	17.0	2	sample	sqpurp	heartgreen	sqpurp	none	line	sqpurp	heartpurp	sqpurp	none	37	prime	1309194882.453420	0.754665	9	
53	105.0	2	sample	octogreen	octogreen	diapurp	diablue	line	diagreen	sqpurp	octoblue	none	37	prime	1309194883.710966	1.485894	7	53 1.47043395042
54	59.0	2	sample	heartgreen	triblue	tripurp	circleblack	line	diared	diablue	diapurp	circleblack	37	prime	1309194885.714248	1.952066	3	
55	73.0	2	sample	sqblue	triblack	heartyellow	none	line	none	octogreen	diapurp	none	37	prime	1309194888.150483	0.924628	3	
56	13.0	2	sample	circlered	heartgreen	circlepurp	none	line	diared	circlegreen	diapurp	none	37	prime	1309194889.568410	1.412518	2	
57	9.0	2	sample	trigreen	octopurp	circleyellow	none	line	trigreen	octored	circlegreen	none	37	prime	1309194891.477554	1.608170	9	
58	31.0	2	sample	heartpurp	circlered	diapurp	circlepurp	line	circlered	triyellow	triyellow	diayellow	37	prime	1309194893.603470	1.106505	8	
59	45.0	2	sample	circleblue	diablack	octogreen	none	line	octogreen	heartpurp	circleblue	none	37	prime	1309194895.203470	0.567146	3	
60	71.0	2	sample	octoyellow	heartblack	triblue	octopurp	line	octoyellow	heartblack	triblue	octopurp	37	prime	1309194896.287325	0.925241	9	
61	1.0	2	sample	circleblack	sqblue	triyellow	none	line	diagreen	heartred	octoblack	none	37	prime	1309194897.708107	0.531903	7	
62	28.0	2	sample	sqblack	trired	sqblack	trigreen	line	sqblack	circlered	sqblack	circlegreen	37	prime	1309194898.754053	1.541041	8	
63	80.0	2	sample	sqgreen	sqpurp	sqgreen	none	line	none	sqgreen	sqgreen	none	37	prime	1309194900.773172	1.046666	9	
64	52.0	2	sample	heartyellow	heartyellow	heartyellow	heartyellow	line	sqpurp	sqpurp	sqpurp	sqpurp	37	prime	1309194902.328778	0.700954	9	
65	49.0	2	sample	circlegreen	heartpurp	diayellow	none	line	diayellow	heartpurp	circlegreen	none	37	prime	1309194903.522421	0.617676	7	
66	22.0	2	sample	octoblue	circleyellow	octoblue	none	line	circleblue	octoyellow	octoyellow	none	37	prime	1309194904.635590	1.609262	8	
67	96.0	2	sample	diablack	heartblack	heartyellow	none	line	diablack	diayellow	heartblack	heartyellow	37	prime	1309194906.746869	1.337698	9	
68	34.0	2	sample	sqgreen	heartred	sqgreen	trired	line	heartgreen	heartred	sqred	trired	37	prime	1309194908.601946	1.454763	9	
69	79.0	2	sample	sqblue	triyellow	heartblack	none	line	none	sqblue	triyellow	none	37	prime	1309194910.543073	1.618468	8	
70	32.0	2	sample	triblue	heartblack	sqblue	sqblack	line	triblue	triblue	sqblack	sqblack	37	prime	1309194912.678561	1.306005	7	
71	82.0	2	sample	heartgreen	circleblue	heartgreen	none	line	none	heartblue	heartblue	none	37	prime	1309194914.468778	1.720067	8	
72	15.0	2	sample	diagreen	sqred	diagreen	none	line	diagreen	sqpurp	diagreen	none	37	prime	1309194916.680360	0.983537	9	
73	48.0	2	sample	diagreen	sqblue	circlered	none	line	circlered	sqblue	diagreen	none	37	prime	1309194918.158123	1.229322	8	
74	8.0	2	sample	diapurp	octoyellow	sqblue	none	line	diapurp	octored	sqpurp	none	37	prime	1309194919.880218	1.032073	9	
75	60.0	2	sample	circlepurp	diared	sqblue	octored	line	circlepurp	octoyellow	sqblue	diablack	37	prime	1309194921.426263	3.529856	9	
76	35.0	2	sample	octoyellow	heartblack	octoyellow	triblack	line	heartyellow	heartblack	octoblack	triblack	37	prime	1309194925.471838	3.760189	7	
77	77.0	2	sample	octogreen	circleyellow	sqred	none	line	none	circleyellow	sqred	none	37	prime	1309194929.714795	1.621962	5	
78	92.0	2	sample	diapurp	circlegreen	octoblue	trired	line	sqyellow	heartblack	diapurp	none	37	prime	1309194931.841768	0.771119	8	
79	50.0	2	sample	triblue	triblack	diapurp	none	line	trigreen	triblack	diapurp	none	37	prime	1309194933.112610	1.373126	9	
80	12.0	2	sample	diared	octoblue	diagreen	none	line	sqred	diablue	sqgreen	none	37	prime	1309194934.979531	1.097186	3	
81	103.0	2	sample	trigreen	trigreen	octoyellow	octoblue	line	octopurp	heartyellow	triblue	none	37	prime	1309194936.585719	1.628994	7	
82	78.0	2	sample	circleblack	triyellow	sqpurp	none	line	none	circleblack	triyellow	none	37	prime	1309194938.699817	1.868281	8	
83	36.0	2	sample	tripurp	heartblue	tripurp	heartblue	line	heartblue	tripurp	heartblue	tripurp	37	prime	1309194941.089209	1.053334	9	
84	16.0	2	sample	octored	circleyellow	octored	none	line	octored	circlered	octored	none	37	prime	1309194942.640125	2.419354	9	
85	63.0	2	sample	sqred	heartgreen	octoyellow	triblue	line	heartred	sqgreen	circleyellow	diablue	37	prime	1309194945.575185	1.390105	3	
86	81.0	2	sample	trired	trigreen	trired	none	line	none	trired	trired	none	37	prime	1309194947.458551	0.799459	9	
87	27.0	2	sample	heartyellow	trigreen	octored	octoblue	line	sqyellow	diagreen	circlered	circleblue	37	prime	1309194948.775842	1.023576	8	
88	55.0	2	sample	triblue	triblue	trired	trired	line	octored	octogreen	octogreen	sqblue	37	prime	1309194950.322223	2.211667	1	
89	4.0	2	sample	diayellow	octoblack	heartgreen	none	line	diayellow	octoblack	circlered	none	37	prime	1309194953.027334	3.799068	8	
90	24.0	2	sample	circlepurp	heartpurp	sqpurp	tripurp	line	octogreen	diagreen	circlegreen	heartgreen	37	prime	1309194957.339653	2.105366	6	
91	69.0	2	sample	sqpurp	circleblack	octopurp	heartblack	line	sqpurp	circleblack	octopurp	heartblack	37	prime	1309194959.954773	1.528755	9	
92	87.0	2	sample	none	triblue	sqblue	none	line	triblack	diablue	sqblack	none	37	prime	1309194961.970140	1.817077	6	
93	51.0	2	sample	heartyellow	heartblack	sqgreen	none	line	heartblue	heartblack	sqgreen	none	37	prime	1309194964.277863	1.183162	9	
94	64.0	2	sample	trired	octopurp	triblue	diagreen	line	octopurp	tripurp	circleblack	diagreen	37	prime	1309194965.980018	1.304166	5	
95	94.0	2	sample	circlegreen	circlered	octogreen	octored	line	circlegreen	octogreen	octored	none	37	prime	1309194967.788861	1.997826	8	
96	21.0	2	sample	circlepurp	triblack	circlepurp	none	line	circleblack	tripurp	circleblack	none	37	prime	1309194970.282266	1.890927	9	
97	93.0	2	sample	diagreen	sqblue	heartyellow	octopurp	line	trired	circleblack	diagreen	none	37	prime	1309194972.678282	1.003061	5	
98	90.0	2	sample	none	circlegreen	heartgreen	none	line	circlegreen	tripurp	heartgreen	none	37	prime	1309194974.164676	0.875703	8	
99	47.0	2	sample	octoyellow	circlered	heartblack	none	line	sqyellow	circlered	diablack	none	37	prime	1309194975.533902	1.561613	5	
100	46.0	2	sample	heartblue	sqyellow	diablack	none	line	circleblue	sqyellow	octoblack	none	37	prime	1309194977.587693	1.761749	4	32 1.49734997749
101	88.0	2	sample	trigreen	diayellow	circlegreen	none	line	none	trigreen	circlegreen	none	37	prime	1309194979.834979	1.503248	7	
102	30.0	2	sample	octopurp	heartyellow	tripurp	heartpurp	line	heartyellow	circlegreen	circlegreen	trigreen	37	prime	1309194981.854089	1.439738	5	
103	6.0	2	sample	circleblue	sqpurp	circleblue	none	line	circleblue	sqpurp	circleblue	none	37	prime	1309194983.787475	0.981409	9	
104	41.0	2	sample	triyellow	heartpurp	octored	none	line	sqgreen	diablue	circleblack	none	37	prime	1309194985.264016	1.377603	2	
item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
0	42.0	2	sample	tripurp	circleblack	heartgreen	none	line	heartblue	diayellow	octoblack	none	38	prime	1309206218.785997	2.302379	1	
1	6.0	2	sample	heartblue	triyellow	heartblue	none	line	heartblue	triyellow	heartblue	none	38	prime	1309206221.586957	1.473533	9	
2	85.0	2	sample	sqblack	circleyellow	heartblack	none	line	none	sqyellow	heartyellow	none	38	prime	1309206223.545206	2.465327	6	
3	76.0	2	sample	octopurp	trired	diablack	none	line	none	trired	diablack	none	38	prime	1309206226.498974	1.417411	8	
4	23.0	2	sample	octored	sqpurp	octored	none	line	sqred	octopurp	octopurp	none	38	prime	1309206228.411947	2.056679	8	
5	57.0	2	sample	trigreen	circleblack	octored	heartblue	line	circleblue	heartred	triblack	octogreen	38	prime	1309206230.991550	0.802909	1	
6	39.0	2	sample	circleyellow	circleyellow	octopurp	tripurp	line	circleyellow	octoyellow	circlepurp	octopurp	38	prime	1309206232.309948	2.301968	7	
7	21.0	2	sample	octoblue	diablack	octoblue	none	line	octoblack	diablue	octoblack	none	38	prime	1309206235.107634	0.913027	8	
8	13.0	2	sample	circleblack	heartyellow	circlered	none	line	diablack	circleyellow	diared	none	38	prime	1309206236.515804	1.261494	7	
9	72.0	2	sample	heartyellow	diagreen	sqblack	none	line	none	octoblue	circlepurp	none	38	prime	1309206238.260230	1.373282	4	
10	53.0	2	sample	circleblack	circleblack	circleblack	circleblack	line	sqblue	sqblue	sqblue	sqblue	38	prime	1309206240.146241	1.194223	1	
11	19.0	2	sample	diapurp	octogreen	diapurp	none	line	octogreen	diapurp	octogreen	none	38	prime	1309206241.833265	1.744561	7	
12	74.0	2	sample	tripurp	octoblack	diayellow	none	line	none	triyellow	octoblack	none	38	prime	1309206244.063995	2.447229	5	
13	65.0	2	sample	circleblue	diapurp	circleyellow	heartred	line	diapurp	circlepurp	triblack	heartred	38	prime	1309206247.027486	2.748659	4	
14	51.0	2	sample	triblack	triblue	octoyellow	none	line	trigreen	triblue	octoyellow	none	38	prime	1309206250.277685	1.868427	7	
15	44.0	2	sample	octoblue	heartgreen	sqred	none	line	sqred	diablack	octoblue	none	38	prime	1309206252.640269	2.406087	2	
16	14.0	2	sample	circlered	diablue	circlered	none	line	circlered	diablack	circlered	none	38	prime	1309206255.542616	1.293592	8	
17	22.0	2	sample	octoblack	trigreen	octoblack	none	line	triblack	octogreen	octogreen	none	38	prime	1309206257.331715	2.239047	6	
18	47.0	2	sample	diablue	trired	octogreen	none	line	heartblue	trired	sqgreen	none	38	prime	1309206260.068894	1.888377	1	
19	95.0	2	sample	sqblack	sqpurp	triblack	tripurp	line	sqblack	triblack	tripurp	none	38	prime	1309206262.463956	2.526218	7	
20	73.0	2	sample	octoblack	diared	sqblue	none	line	none	trigreen	circlepurp	none	38	prime	1309206265.475013	1.570233	3	
21	58.0	2	sample	heartred	triblue	triyellow	octopurp	line	circlegreen	circleblue	circleyellow	octopurp	38	prime	1309206267.564117	1.420146	1	
22	90.0	2	sample	none	circleyellow	triyellow	none	line	circleyellow	heartblue	triyellow	none	38	prime	1309206269.470763	1.336573	5	
